Inserted 5109 records into 'uplinks'.

--- 1. Top 10 devices with highest number of uplinks ---
Device: device-4547, Uplinks: 4
Device: device-4786, Uplinks: 4
Device: device-4604, Uplinks: 4
Device: device-1912, Uplinks: 4
Device: device-1321, Uplinks: 4
Device: device-3413, Uplinks: 4
Device: device-1275, Uplinks: 4
Device: device-1920, Uplinks: 4
Device: device-0626, Uplinks: 4
Device: device-4852, Uplinks: 4

--- 2. Average RSSI and SNR per device (Sorted by lowest RSSI) ---
Device: device-4880, Avg RSSI: -120.00, Avg SNR: 7.57
Gateway: treatment-once, Avg Temp: 48.94, Avg Humidity: 11.01
Gateway: student-four-sense, Avg Temp: 14.76, Avg Humidity: 77.37
Gateway: television-color, Avg Temp: 10.02, Avg Humidity: 21.11
Gateway: worry-traditional, Avg Temp: 30.54, Avg Humidity: 45.53
Gateway: body-religious-its, Avg Temp: 2.68, Avg Humidity: 49.59
Gateway: check-expect-across, Avg Temp: -5.70, Avg Humidity: 77.27
Gateway: film-direction-best, Avg Temp: 42.11, Avg Humidity: 87.54
Gateway: he-evidence, Avg Temp: -4.05, Avg Humidity: 25.56
Gateway: bag-loss, Avg Temp: -3.93, Avg Humidity: 63.96
Gateway: care-morning-you, Avg Temp: 48.95, Avg Humidity: 24.72
Gateway: bar-major-common, Avg Temp: 12.18, Avg Humidity: 65.00
Gateway: large-future, Avg Temp: 26.74, Avg Humidity: 77.54
Gateway: red-beat-evidence, Avg Temp: -9.24, Avg Humidity: 38.11
Gateway: medical-leg-may, Avg Temp: 11.42, Avg Humidity: 78.53
Gateway: reach-some-class, Avg Temp: 43.38, Avg Humidity: 50.50
Gateway: air-mean-because, Avg Temp: -1.59, Avg Humidity: 50.20
Gateway: four-position-issue, Avg Temp: 35.91, Avg Humidity: 21.09
Gateway: issue-heart-single, Avg Temp: 5.45, Avg Humidity: 76.27
Gateway: mrs-total-make-boy, Avg Temp: 32.95, Avg Humidity: 88.63
Gateway: mrs-concern-than, Avg Temp: 17.58, Avg Humidity: 48.80
Gateway: pull-pick-arm-tax, Avg Temp: 23.52, Avg Humidity: 20.23
Gateway: cause-yourself, Avg Temp: 18.96, Avg Humidity: 15.20
Gateway: culture-bad-summer, Avg Temp: 18.05, Avg Humidity: 50.13
Gateway: fine-white-building, Avg Temp: 38.10, Avg Humidity: 48.79
Gateway: always-them, Avg Temp: -5.06, Avg Humidity: 68.15
Gateway: off-movie-race, Avg Temp: -7.33, Avg Humidity: 21.44
Gateway: majority-interview, Avg Temp: 38.08, Avg Humidity: 12.98
Gateway: research-own-less, Avg Temp: 47.75, Avg Humidity: 39.43
Gateway: sport-now-establish, Avg Temp: 20.42, Avg Humidity: 80.40
Gateway: floor-democrat-team, Avg Temp: 44.46, Avg Humidity: 20.29
Gateway: too-class-guy, Avg Temp: 39.80, Avg Humidity: 32.93
Gateway: behavior-step-offer, Avg Temp: 17.28, Avg Humidity: 53.38
Gateway: need-know-be, Avg Temp: 28.29, Avg Humidity: 85.74
Gateway: think-ten-drug, Avg Temp: 31.25, Avg Humidity: 20.80
Gateway: everyone-we-believe, Avg Temp: -0.50, Avg Humidity: 36.45
Gateway: forward-interview, Avg Temp: 7.07, Avg Humidity: 41.67
Gateway: adult-total-open, Avg Temp: -1.42, Avg Humidity: 14.34
Gateway: little-half-begin, Avg Temp: 3.41, Avg Humidity: 20.29
Gateway: member, Avg Temp: 16.86, Avg Humidity: 58.94
Gateway: what-trial-quickly, Avg Temp: 19.25, Avg Humidity: 12.69
Gateway: wife-role-former, Avg Temp: 26.13, Avg Humidity: 32.03
Gateway: pattern-art-wife, Avg Temp: 19.54, Avg Humidity: 18.10
Gateway: score-writer, Avg Temp: 8.77, Avg Humidity: 61.14
Gateway: gun-determine, Avg Temp: 28.51, Avg Humidity: 85.10
Gateway: true-position, Avg Temp: -7.29, Avg Humidity: 34.09
Gateway: cold-international, Avg Temp: 48.82, Avg Humidity: 42.08
Gateway: cut-new-certain, Avg Temp: 38.55, Avg Humidity: 48.07
Gateway: so-piece-this, Avg Temp: 45.91, Avg Humidity: 86.07
Gateway: goal-carry-risk, Avg Temp: 36.72, Avg Humidity: 88.72
Gateway: stock-institution, Avg Temp: 14.55, Avg Humidity: 84.32
Gateway: teacher-buy-try-who, Avg Temp: 30.51, Avg Humidity: 68.11
Gateway: memory-worker, Avg Temp: 17.08, Avg Humidity: 52.29
Gateway: yard-fund-outside, Avg Temp: 19.67, Avg Humidity: 57.76
Gateway: name-late-marriage, Avg Temp: -2.75, Avg Humidity: 26.01
Gateway: seven-partner-call, Avg Temp: 45.94, Avg Humidity: 16.58
Gateway: around-kind-health, Avg Temp: 12.18, Avg Humidity: 67.19
Gateway: lead-describe, Avg Temp: 45.30, Avg Humidity: 79.21
Gateway: certainly-not, Avg Temp: 45.99, Avg Humidity: 30.55
Gateway: black-feel-close, Avg Temp: 19.53, Avg Humidity: 29.54
Gateway: past-success-today, Avg Temp: 23.51, Avg Humidity: 21.92
Gateway: north-staff-series, Avg Temp: 9.71, Avg Humidity: 44.59
Gateway: nearly-occur, Avg Temp: -7.67, Avg Humidity: 65.14
Gateway: despite-yourself, Avg Temp: 36.68, Avg Humidity: 11.28
Gateway: pressure-standard, Avg Temp: 11.60, Avg Humidity: 22.10
Gateway: later-loss-measure, Avg Temp: 49.08, Avg Humidity: 73.91
Gateway: security-move-state, Avg Temp: 9.78, Avg Humidity: 14.70
Gateway: especially-meet, Avg Temp: 5.20, Avg Humidity: 32.01
Gateway: few-term-current, Avg Temp: 14.97, Avg Humidity: 53.12
Gateway: image-until, Avg Temp: 19.72, Avg Humidity: 63.05
Gateway: partner-light-list, Avg Temp: 39.04, Avg Humidity: 42.11
Gateway: just-rest-assume, Avg Temp: 19.49, Avg Humidity: 73.83
Gateway: off-avoid-identify, Avg Temp: 41.35, Avg Humidity: 58.92
Gateway: threat-firm-open, Avg Temp: 28.88, Avg Humidity: 63.74
Gateway: building-different, Avg Temp: 20.02, Avg Humidity: 25.40
Gateway: discover-reality, Avg Temp: 24.35, Avg Humidity: 37.36
Gateway: mouth-several-sound, Avg Temp: -7.94, Avg Humidity: 66.30
Gateway: list-let-name-night, Avg Temp: 48.96, Avg Humidity: 11.10
Gateway: particularly-could, Avg Temp: 35.81, Avg Humidity: 31.86
Gateway: friend-news-nation, Avg Temp: 35.61, Avg Humidity: 28.67
Gateway: board-from-its, Avg Temp: -2.90, Avg Humidity: 38.97
Gateway: film-sort-type, Avg Temp: 5.72, Avg Humidity: 32.63
Gateway: control-bill-goal, Avg Temp: 32.03, Avg Humidity: 60.14
Gateway: think-brother-state, Avg Temp: 48.21, Avg Humidity: 46.65
Gateway: sport-then, Avg Temp: -5.52, Avg Humidity: 66.90
Gateway: officer-adult, Avg Temp: 40.21, Avg Humidity: 38.45
Gateway: also-exactly-wonder, Avg Temp: 20.27, Avg Humidity: 61.73
Gateway: election-at-economy, Avg Temp: -3.29, Avg Humidity: 31.60
Gateway: have-base-drug, Avg Temp: 16.27, Avg Humidity: 49.14
Gateway: point-baby-line, Avg Temp: 40.35, Avg Humidity: 52.07
Gateway: home-security-step, Avg Temp: 29.19, Avg Humidity: 78.14
Gateway: course-think-first, Avg Temp: 46.48, Avg Humidity: 32.71
Gateway: all-white-fire-turn, Avg Temp: 48.63, Avg Humidity: 16.07
Gateway: life-part-question, Avg Temp: 41.60, Avg Humidity: 34.79
Gateway: light-join-with, Avg Temp: 35.05, Avg Humidity: 21.02
Gateway: practice-knowledge, Avg Temp: 33.04, Avg Humidity: 89.91
Gateway: middle-enough, Avg Temp: 33.65, Avg Humidity: 79.48
Gateway: citizen-agent, Avg Temp: -5.38, Avg Humidity: 44.93
Gateway: wall-never-remain, Avg Temp: 36.33, Avg Humidity: 60.33
Gateway: rise-again-tonight, Avg Temp: 12.02, Avg Humidity: 39.61
Gateway: person-spend, Avg Temp: -0.78, Avg Humidity: 56.90
Gateway: experience-point, Avg Temp: 45.92, Avg Humidity: 11.03
Gateway: me-plant-everybody, Avg Temp: 34.15, Avg Humidity: 56.82
Gateway: seek-run-heavy, Avg Temp: 19.89, Avg Humidity: 74.37
Gateway: crime-box-alone, Avg Temp: 40.62, Avg Humidity: 19.14
Gateway: beyond-president, Avg Temp: 37.66, Avg Humidity: 26.94
Gateway: form-power-daughter, Avg Temp: -2.93, Avg Humidity: 64.94
Gateway: left-skin-imagine, Avg Temp: -0.54, Avg Humidity: 11.63
Gateway: dog-here-you, Avg Temp: 19.91, Avg Humidity: 62.68
Gateway: budget-rather-cut, Avg Temp: 42.76, Avg Humidity: 88.89
Gateway: article-board-yeah, Avg Temp: 41.43, Avg Humidity: 56.52
Gateway: cup-price-direction, Avg Temp: 13.06, Avg Humidity: 26.63
Gateway: work-stage-natural, Avg Temp: 5.74, Avg Humidity: 40.04
Gateway: true-west-give, Avg Temp: 48.53, Avg Humidity: 29.71
Gateway: ok-idea-help-eat, Avg Temp: -6.69, Avg Humidity: 49.24
Gateway: account-force-data, Avg Temp: 4.64, Avg Humidity: 21.55
Gateway: investment-later, Avg Temp: -5.46, Avg Humidity: 30.17
Gateway: sometimes-wife, Avg Temp: 4.57, Avg Humidity: 18.41
Gateway: result-half-pick, Avg Temp: -4.40, Avg Humidity: 62.90
Gateway: news-fire-thing, Avg Temp: -6.96, Avg Humidity: 78.58
Gateway: nearly-same-weight, Avg Temp: 18.55, Avg Humidity: 37.36
Gateway: magazine-school, Avg Temp: 45.83, Avg Humidity: 14.68
Gateway: crime-person-be, Avg Temp: 28.90, Avg Humidity: 26.85
Gateway: whose-quickly-data, Avg Temp: -1.87, Avg Humidity: 23.11
Gateway: three-change-could, Avg Temp: 12.83, Avg Humidity: 16.25
Gateway: employee-certainly, Avg Temp: 46.17, Avg Humidity: 46.25
Gateway: value-loss-morning, Avg Temp: -7.77, Avg Humidity: 31.43
Gateway: north-plan-describe, Avg Temp: -2.34, Avg Humidity: 88.49
Gateway: surface-new-prevent, Avg Temp: 21.71, Avg Humidity: 11.05
Gateway: friend-decision, Avg Temp: 23.90, Avg Humidity: 49.01
Gateway: world-wear-across, Avg Temp: 34.52, Avg Humidity: 81.02
Gateway: very-my-vote-course, Avg Temp: 40.65, Avg Humidity: 58.67
Gateway: staff-forget-enjoy, Avg Temp: 38.43, Avg Humidity: 46.01
Gateway: single-main-low, Avg Temp: 36.46, Avg Humidity: 14.58
Gateway: specific-time-leave, Avg Temp: 46.11, Avg Humidity: 58.19
Gateway: decade-there-when, Avg Temp: -3.23, Avg Humidity: 23.20
Gateway: quality-degree, Avg Temp: 34.69, Avg Humidity: 73.02
Gateway: opportunity-threat, Avg Temp: 46.01, Avg Humidity: 48.74
Gateway: fast-rule-follow, Avg Temp: 35.12, Avg Humidity: 51.82
Gateway: apply-line, Avg Temp: 12.26, Avg Humidity: 81.65
Gateway: bad-assume-the, Avg Temp: 45.63, Avg Humidity: 23.94
Gateway: born-plan-score, Avg Temp: 17.54, Avg Humidity: 20.85
Gateway: down-nation, Avg Temp: 35.81, Avg Humidity: 50.03
Gateway: eight-growth, Avg Temp: 1.36, Avg Humidity: 59.40
Gateway: some-quickly-today, Avg Temp: -0.22, Avg Humidity: 40.74
Gateway: school-who-news, Avg Temp: 49.66, Avg Humidity: 16.68
Gateway: assume-soon-role, Avg Temp: 30.39, Avg Humidity: 43.60
Gateway: each-top-beyond-who, Avg Temp: 32.74, Avg Humidity: 74.03
Gateway: movie-production, Avg Temp: 23.90, Avg Humidity: 20.36
Gateway: book-kid-face-he, Avg Temp: 48.71, Avg Humidity: 17.48
Gateway: feeling-provide, Avg Temp: 11.77, Avg Humidity: 55.75
Gateway: conference-half, Avg Temp: 25.81, Avg Humidity: 34.00
Gateway: because-probably, Avg Temp: 30.97, Avg Humidity: 38.60
Gateway: able-whatever, Avg Temp: 12.74, Avg Humidity: 33.79
Gateway: laugh-hold-act, Avg Temp: 3.20, Avg Humidity: 44.58
Gateway: discuss-production, Avg Temp: 26.77, Avg Humidity: 84.40
Gateway: report-manage, Avg Temp: 14.56, Avg Humidity: 61.92
Gateway: station-right-young, Avg Temp: 31.98, Avg Humidity: 69.34
Gateway: seem-edge-discuss, Avg Temp: 43.05, Avg Humidity: 62.67
Gateway: bill-local-church, Avg Temp: 30.73, Avg Humidity: 53.77
Gateway: nature-edge-same, Avg Temp: -4.90, Avg Humidity: 39.22
Gateway: remember-whatever, Avg Temp: 9.72, Avg Humidity: 43.33
Gateway: someone-pressure, Avg Temp: -7.35, Avg Humidity: 16.52
Gateway: smile-statement, Avg Temp: -8.79, Avg Humidity: 78.36
Gateway: book-address, Avg Temp: 19.23, Avg Humidity: 68.61
Gateway: station-threat-on, Avg Temp: 3.23, Avg Humidity: 65.78
Gateway: glass-memory-simple, Avg Temp: 3.08, Avg Humidity: 46.67
Gateway: really-value-very, Avg Temp: 44.77, Avg Humidity: 45.95
Gateway: similar-man-drug, Avg Temp: 8.27, Avg Humidity: 77.84
Gateway: last-piece-hotel, Avg Temp: -4.97, Avg Humidity: 14.07
Gateway: allow-half-leave, Avg Temp: -3.12, Avg Humidity: 60.78
Gateway: building-well, Avg Temp: 38.98, Avg Humidity: 51.61
Gateway: middle-american, Avg Temp: 38.94, Avg Humidity: 58.78
Gateway: none-budget-husband, Avg Temp: -6.31, Avg Humidity: 72.28
Gateway: like-from-reveal, Avg Temp: -6.17, Avg Humidity: 41.71
Gateway: improve-begin, Avg Temp: 46.20, Avg Humidity: 40.82
Gateway: environmental-try, Avg Temp: 3.83, Avg Humidity: 37.50
Gateway: close-street-over, Avg Temp: -8.12, Avg Humidity: 41.38
Gateway: girl-everyone-book, Avg Temp: 9.14, Avg Humidity: 53.44
Gateway: discussion-pm, Avg Temp: 27.83, Avg Humidity: 77.45
Gateway: find-design-simply, Avg Temp: 5.26, Avg Humidity: 54.03
Gateway: white-open-drug, Avg Temp: 48.37, Avg Humidity: 24.71
Gateway: certainly-share, Avg Temp: 47.65, Avg Humidity: 49.04
Gateway: ago-necessary-tough, Avg Temp: -4.80, Avg Humidity: 16.32
Gateway: such-major-although, Avg Temp: 42.72, Avg Humidity: 51.74
Gateway: production-theory, Avg Temp: 27.43, Avg Humidity: 76.16
Gateway: once-conference, Avg Temp: 19.23, Avg Humidity: 43.01
Gateway: tend-water-anything, Avg Temp: 36.52, Avg Humidity: 29.42
Gateway: indicate-spend, Avg Temp: 5.79, Avg Humidity: 11.83
Gateway: cover-fish-quite, Avg Temp: -2.43, Avg Humidity: 67.24
Gateway: doctor-seek-book, Avg Temp: 21.39, Avg Humidity: 48.09
Gateway: guy-everyone-degree, Avg Temp: 16.87, Avg Humidity: 73.80
Gateway: relationship-theory, Avg Temp: 11.92, Avg Humidity: 68.19
Gateway: large-serve-try, Avg Temp: 18.20, Avg Humidity: 77.80
Gateway: candidate-plan, Avg Temp: 39.21, Avg Humidity: 51.05
Gateway: number-business, Avg Temp: 19.16, Avg Humidity: 88.57
Gateway: her-how-probably, Avg Temp: 3.93, Avg Humidity: 16.43
Gateway: hair-let-citizen, Avg Temp: -4.30, Avg Humidity: 14.54
Gateway: image-life-about, Avg Temp: 27.75, Avg Humidity: 40.20
Gateway: relate-low-learn, Avg Temp: 45.87, Avg Humidity: 67.30
Gateway: notice-yard-north, Avg Temp: 3.29, Avg Humidity: 29.48
Gateway: energy-inside-on, Avg Temp: -5.45, Avg Humidity: 27.63
Gateway: dog-contain-artist, Avg Temp: 5.39, Avg Humidity: 15.04
Gateway: something-response, Avg Temp: 10.23, Avg Humidity: 27.09
Gateway: may-skill-president, Avg Temp: 28.11, Avg Humidity: 57.06
Gateway: brother-establish, Avg Temp: -0.79, Avg Humidity: 71.87
Gateway: you-scene-must, Avg Temp: 16.19, Avg Humidity: 50.89
Gateway: attack-news-bar, Avg Temp: 1.74, Avg Humidity: 33.78
Gateway: light-risk, Avg Temp: -2.40, Avg Humidity: 41.83
Gateway: radio-low-reflect, Avg Temp: 0.16, Avg Humidity: 39.42
Gateway: care-project-tend, Avg Temp: 18.17, Avg Humidity: 10.70
Gateway: painting-democrat, Avg Temp: -8.25, Avg Humidity: 45.08
Gateway: physical-us-at-help, Avg Temp: 40.86, Avg Humidity: 86.16
Gateway: per-body-source, Avg Temp: 46.02, Avg Humidity: 17.44
Gateway: director-world, Avg Temp: -5.16, Avg Humidity: 19.60
Gateway: world-energy, Avg Temp: 42.39, Avg Humidity: 11.29
Gateway: race-resource, Avg Temp: 1.43, Avg Humidity: 56.83
Gateway: clear-position-big, Avg Temp: 13.70, Avg Humidity: 87.90
Gateway: four-report-idea, Avg Temp: 40.38, Avg Humidity: 41.05
Gateway: piece-account-claim, Avg Temp: 23.49, Avg Humidity: 40.87
Gateway: church-speech-turn, Avg Temp: 47.68, Avg Humidity: 41.85
Gateway: spend-analysis, Avg Temp: 40.73, Avg Humidity: 56.86
Gateway: or-stuff-social, Avg Temp: 19.11, Avg Humidity: 16.60
Gateway: process-own-social, Avg Temp: 32.64, Avg Humidity: 27.96
Gateway: with-together, Avg Temp: 32.42, Avg Humidity: 66.97
Gateway: will-real-common, Avg Temp: 2.79, Avg Humidity: 20.57
Gateway: skill-off-single, Avg Temp: 42.08, Avg Humidity: 52.69
Gateway: book-imagine-sound, Avg Temp: 41.65, Avg Humidity: 39.90
Gateway: spring-television, Avg Temp: 14.25, Avg Humidity: 28.01
Gateway: pressure-design-few, Avg Temp: 37.15, Avg Humidity: 10.37
Gateway: every-be-statement, Avg Temp: 0.04, Avg Humidity: 70.40
Gateway: market-next-forward, Avg Temp: 43.36, Avg Humidity: 34.40
Gateway: when-pull-make, Avg Temp: 40.65, Avg Humidity: 13.61
Gateway: relate-friend-color, Avg Temp: 1.19, Avg Humidity: 71.41
Gateway: gas-physical, Avg Temp: 5.65, Avg Humidity: 47.45
Gateway: stay-industry, Avg Temp: 35.47, Avg Humidity: 10.74
Gateway: hard-never-every, Avg Temp: 35.68, Avg Humidity: 64.35
Gateway: lot-house-none, Avg Temp: -3.99, Avg Humidity: 50.16
Gateway: baby-positive-view, Avg Temp: 32.37, Avg Humidity: 64.10
Gateway: claim-success-have, Avg Temp: -5.72, Avg Humidity: 71.48
Gateway: everything-happen, Avg Temp: 3.29, Avg Humidity: 20.01
Gateway: year-reveal-field, Avg Temp: 19.25, Avg Humidity: 30.91
Gateway: despite-lead-middle, Avg Temp: 20.61, Avg Humidity: 47.25
Gateway: voice-second-book, Avg Temp: -4.15, Avg Humidity: 73.77
Gateway: rule-kind-that, Avg Temp: -5.28, Avg Humidity: 72.28
Gateway: type-current-camera, Avg Temp: 10.86, Avg Humidity: 61.28
Gateway: national-message, Avg Temp: 19.35, Avg Humidity: 42.34
Gateway: risk-miss-receive, Avg Temp: 41.30, Avg Humidity: 81.70
Gateway: decide-above, Avg Temp: 24.60, Avg Humidity: 65.95
Gateway: certain-close, Avg Temp: 27.03, Avg Humidity: 28.76
Gateway: night-officer-coach, Avg Temp: 23.86, Avg Humidity: 32.58
Gateway: arrive-live-large, Avg Temp: 22.83, Avg Humidity: 55.74
Gateway: fight-project, Avg Temp: 23.43, Avg Humidity: 43.61
Gateway: mr-college-kitchen, Avg Temp: 34.69, Avg Humidity: 36.38
Gateway: threat-herself, Avg Temp: 38.02, Avg Humidity: 34.67
Gateway: enjoy-join-nation, Avg Temp: -0.72, Avg Humidity: 47.70
Gateway: rise-doctor, Avg Temp: 22.86, Avg Humidity: 64.34
Gateway: yet-per-indeed, Avg Temp: 47.43, Avg Humidity: 50.24
Gateway: seek-mission-weight, Avg Temp: 18.29, Avg Humidity: 58.07
Gateway: senior-close-rise, Avg Temp: 5.80, Avg Humidity: 62.75
Gateway: throughout-care, Avg Temp: 5.64, Avg Humidity: 63.22
Gateway: top-final-enter, Avg Temp: -3.08, Avg Humidity: 72.78
Gateway: political-game, Avg Temp: 20.63, Avg Humidity: 69.65
Gateway: finally-as-our, Avg Temp: 16.14, Avg Humidity: 87.34
Gateway: manage-cell-cell, Avg Temp: 9.27, Avg Humidity: 15.57
Gateway: here-admit-remain, Avg Temp: 5.11, Avg Humidity: 31.28
Gateway: how-girl-address, Avg Temp: 16.14, Avg Humidity: 37.98
Gateway: section-until-drop, Avg Temp: 23.38, Avg Humidity: 45.99
Gateway: low-what-score, Avg Temp: 43.55, Avg Humidity: 70.15
Gateway: difficult-now-us, Avg Temp: 48.38, Avg Humidity: 48.97
Gateway: letter-garden, Avg Temp: 44.92, Avg Humidity: 67.83
Gateway: dark-adult-agree, Avg Temp: 25.41, Avg Humidity: 84.90
Gateway: official-capital-i, Avg Temp: 36.00, Avg Humidity: 52.21
Gateway: nice-building-spend, Avg Temp: 29.75, Avg Humidity: 60.07
Gateway: particular-site, Avg Temp: -5.77, Avg Humidity: 81.17
Gateway: participant, Avg Temp: 10.20, Avg Humidity: 70.86
Gateway: time-walk-they-leg, Avg Temp: 28.69, Avg Humidity: 32.89
Gateway: detail-night-arrive, Avg Temp: 8.13, Avg Humidity: 83.10
Gateway: room-involve-front, Avg Temp: 7.56, Avg Humidity: 79.85
Gateway: executive-feeling, Avg Temp: 38.44, Avg Humidity: 58.44
Gateway: learn-program-man, Avg Temp: 21.42, Avg Humidity: 60.88
Gateway: teacher-arm-mrs, Avg Temp: 8.22, Avg Humidity: 22.66
Gateway: black-my-most-trial, Avg Temp: 19.11, Avg Humidity: 65.07
Gateway: wife-provide, Avg Temp: 37.32, Avg Humidity: 52.16
Gateway: which-today-sound, Avg Temp: -3.63, Avg Humidity: 64.90
Gateway: mean-medical-street, Avg Temp: 36.53, Avg Humidity: 40.07
Gateway: because-here-fine, Avg Temp: -0.98, Avg Humidity: 85.61
Gateway: themselves-hard, Avg Temp: 16.23, Avg Humidity: 59.37
Gateway: specific-begin, Avg Temp: 33.96, Avg Humidity: 36.23
Gateway: claim-sell-head, Avg Temp: 43.77, Avg Humidity: 75.67
Gateway: word-maintain-some, Avg Temp: -5.66, Avg Humidity: 88.65
Gateway: the-also-land, Avg Temp: 13.09, Avg Humidity: 64.92
Gateway: fall-quite-message, Avg Temp: 49.38, Avg Humidity: 75.72
Gateway: candidate-return, Avg Temp: 12.47, Avg Humidity: 10.76
Gateway: father-security-car, Avg Temp: 41.45, Avg Humidity: 71.98
Gateway: pay-democratic-of, Avg Temp: 33.18, Avg Humidity: 89.11
Gateway: approach-per-so, Avg Temp: 20.68, Avg Humidity: 73.91
Gateway: return-very-fine, Avg Temp: -5.85, Avg Humidity: 84.64
Gateway: recent-rise, Avg Temp: -6.32, Avg Humidity: 48.87
Gateway: good-black-official, Avg Temp: 16.91, Avg Humidity: 20.57
Gateway: easy-its-budget, Avg Temp: -2.73, Avg Humidity: 80.29
Gateway: eye-medical-minute, Avg Temp: 0.73, Avg Humidity: 29.49
Gateway: according-do, Avg Temp: 15.05, Avg Humidity: 40.37
Gateway: nice-home-turn, Avg Temp: 14.90, Avg Humidity: 22.08
Gateway: chair-least, Avg Temp: 6.90, Avg Humidity: 20.88
Gateway: already-expert, Avg Temp: 15.78, Avg Humidity: 47.88
Gateway: nation-beyond, Avg Temp: 7.12, Avg Humidity: 10.63
Gateway: full-thousand-ok, Avg Temp: 17.07, Avg Humidity: 36.09
Gateway: east-set-design, Avg Temp: 45.72, Avg Humidity: 66.99
Gateway: author-style-drug, Avg Temp: 35.12, Avg Humidity: 19.12
Gateway: seven-money-through, Avg Temp: 20.75, Avg Humidity: 10.03
Gateway: whose-want-staff, Avg Temp: -9.84, Avg Humidity: 85.63
Gateway: affect-join-close, Avg Temp: 14.68, Avg Humidity: 78.93
Gateway: gas-team-set-third, Avg Temp: 13.71, Avg Humidity: 25.68
Gateway: successful-leader, Avg Temp: -2.51, Avg Humidity: 53.86
Gateway: fast-must-ball-and, Avg Temp: 42.62, Avg Humidity: 42.85
Gateway: administration-town, Avg Temp: 4.13, Avg Humidity: 19.57
Gateway: however-place, Avg Temp: 33.94, Avg Humidity: 87.85
Gateway: attention-nature, Avg Temp: 22.87, Avg Humidity: 35.42
Gateway: back-job-or-child, Avg Temp: 44.33, Avg Humidity: 36.39
Gateway: sound-behind-heavy, Avg Temp: 48.55, Avg Humidity: 28.95
Gateway: effect-blood-set, Avg Temp: 17.72, Avg Humidity: 15.87
Gateway: watch-section, Avg Temp: 21.31, Avg Humidity: 64.24
Gateway: single-trouble-edge, Avg Temp: 2.34, Avg Humidity: 62.95
Gateway: simply-spring, Avg Temp: 40.65, Avg Humidity: 57.71
Gateway: near-american-land, Avg Temp: 0.88, Avg Humidity: 24.54
Gateway: property-develop, Avg Temp: 2.02, Avg Humidity: 19.64
Gateway: sort-sing-high-per, Avg Temp: -4.64, Avg Humidity: 11.95
Gateway: among-might-upon, Avg Temp: 25.72, Avg Humidity: 87.01
Gateway: end-serious-shake, Avg Temp: 7.21, Avg Humidity: 27.19
Gateway: beat-option-purpose, Avg Temp: 47.72, Avg Humidity: 77.17
Gateway: serious-center, Avg Temp: 29.59, Avg Humidity: 60.31
Gateway: painting-card-hand, Avg Temp: 15.12, Avg Humidity: 15.27
Gateway: serious-across-firm, Avg Temp: 9.52, Avg Humidity: 78.31
Gateway: management-month, Avg Temp: 14.65, Avg Humidity: 14.92
Gateway: light-air-today, Avg Temp: 5.46, Avg Humidity: 59.49
